Time,Time Code,Series Name,Series Code,United Kingdom [GBR],Afghanistan [AFG],Albania [ALB],Algeria [DZA],American Samoa [ASM],Andorra [AND],Angola [AGO],Antigua and Barbuda [ATG],Argentina [ARG],Armenia [ARM],Aruba [ABW],Australia [AUS],Austria [AUT],Azerbaijan [AZE],"Bahamas, The [BHS]",Bahrain [BHR],Bangladesh [BGD],Barbados [BRB],Belarus [BLR],Belgium [BEL],Belize [BLZ],Benin [BEN],Bermuda [BMU],Bhutan [BTN],Bolivia [BOL],Bosnia and Herzegovina [BIH],Botswana [BWA],Brazil [BRA],British Virgin Islands [VGB],Brunei Darussalam [BRN],Bulgaria [BGR],Burkina Faso [BFA],Burundi [BDI],Cabo Verde [CPV],Cambodia [KHM],Cameroon [CMR],Canada [CAN],Cayman Islands [CYM],Central African Republic [CAF],Chad [TCD],Channel Islands [CHI],Chile [CHL],China [CHN],Colombia [COL],Comoros [COM],"Congo, Dem. Rep. [COD]","Congo, Rep. [COG]",Costa Rica [CRI],Cote d'Ivoire [CIV],Croatia [HRV],Cuba [CUB],Curacao [CUW],Cyprus [CYP],Czech Republic [CZE],Denmark [DNK],Djibouti [DJI],Dominica [DMA],Dominican Republic [DOM],Ecuador [ECU],"Egypt, Arab Rep. [EGY]",El Salvador [SLV],Equatorial Guinea [GNQ],Eritrea [ERI],Estonia [EST],Eswatini [SWZ],Ethiopia [ETH],Faroe Islands [FRO],Fiji [FJI],Finland [FIN],France [FRA],French Polynesia [PYF],Gabon [GAB],"Gambia, The [GMB]",Georgia [GEO],Germany [DEU],Ghana [GHA],Gibraltar [GIB],Greece [GRC],Greenland [GRL],Grenada [GRD],Guam [GUM],Guatemala [GTM],Guinea [GIN],Guinea-Bissau [GNB],Guyana [GUY],Haiti [HTI],Honduras [HND],"Hong Kong SAR, China [HKG]",Hungary [HUN],Iceland [ISL],India [IND],Indonesia [IDN],"Iran, Islamic Rep. [IRN]",Iraq [IRQ],Ireland [IRL],Isle of Man [IMN],Israel [ISR],Italy [ITA],Jamaica [JAM],Japan [JPN],Jordan [JOR],Kazakhstan [KAZ],Kenya [KEN],Kiribati [KIR],"Korea, Dem. People's Rep. [PRK]","Korea, Rep. [KOR]",Kosovo [XKX],Kuwait [KWT],Kyrgyz Republic [KGZ],Lao PDR [LAO],Latvia [LVA],Lebanon [LBN],Lesotho [LSO],Liberia [LBR],Libya [LBY],Liechtenstein [LIE],Lithuania [LTU],Luxembourg [LUX],"Macao SAR, China [MAC]",Madagascar [MDG],Malawi [MWI],Malaysia [MYS],Maldives [MDV],Mali [MLI],Malta [MLT],Marshall Islands [MHL],Mauritania [MRT],Mauritius [MUS],Mexico [MEX],"Micronesia, Fed. Sts. [FSM]",Moldova [MDA],Monaco [MCO],Mongolia [MNG],Montenegro [MNE],Morocco [MAR],Mozambique [MOZ],Myanmar [MMR],Namibia [NAM],Nauru [NRU],Nepal [NPL],Netherlands [NLD],New Caledonia [NCL],New Zealand [NZL],Nicaragua [NIC],Niger [NER],Nigeria [NGA],North Macedonia [MKD],Northern Mariana Islands [MNP],Norway [NOR],Oman [OMN],Pakistan [PAK],Palau [PLW],Panama [PAN],Papua New Guinea [PNG],Paraguay [PRY],Peru [PER],Philippines [PHL],Poland [POL],Portugal [PRT],Puerto Rico [PRI],Qatar [QAT],Romania [ROU],Russian Federation [RUS],Rwanda [RWA],Samoa [WSM],San Marino [SMR],Sao Tome and Principe [STP],Saudi Arabia [SAU],Senegal [SEN],Serbia [SRB],Seychelles [SYC],Sierra Leone [SLE],Singapore [SGP],Sint Maarten (Dutch part) [SXM],Slovak Republic [SVK],Slovenia [SVN],Solomon Islands [SLB],Somalia [SOM],South Africa [ZAF],South Sudan [SSD],Spain [ESP],Sri Lanka [LKA],St. Kitts and Nevis [KNA],St. Lucia [LCA],St. Martin (French part) [MAF],St. Vincent and the Grenadines [VCT],Sudan [SDN],Suriname [SUR],Sweden [SWE],Switzerland [CHE],Syrian Arab Republic [SYR],Tajikistan [TJK],Tanzania [TZA],Thailand [THA],Timor-Leste [TLS],Togo [TGO],Tonga [TON],Trinidad and Tobago [TTO],Tunisia [TUN],Turkey [TUR],Turkmenistan [TKM],Turks and Caicos Islands [TCA],Tuvalu [TUV],Uganda [UGA],Ukraine [UKR],United Arab Emirates [ARE],United States [USA],Uruguay [URY],Uzbekistan [UZB],Vanuatu [VUT],"Venezuela, RB [VEN]",Vietnam [VNM],Virgin Islands (U.S.) [VIR],West Bank and Gaza [PSE],"Yemen, Rep. [YEM]",Zambia [ZMB]
2020,YR2020,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,..,41.5800018310547,..,..,..,..,..,..,56.0200004577637,55.2400016784668,..,65.0299987792969,60.7700004577637,66.8000030517578,..,..,..,..,70.3000030517578,53.8300018310547,..,..,..,..,69.6800003051758,47.6500015258789,60.7200012207031,59.6300010681152,..,65.2200012207031,55.5499992370605,..,..,..,..,..,64.0199966430664,..,..,..,..,55.2999992370605,..,62.7000007629395,..,..,..,58.7200012207031,..,51.0299987792969,..,56.3699989318848,62.7000007629395,59.7900009155273,62.0200004577637,..,..,60.3499984741211,60.0900001525879,41.5400009155273,60.1800003051758,..,..,63.6300010681152,..,..,..,..,59.0299987792969,54.5299987792969,..,..,..,50.4799995422363,61.5999984741211,..,..,51,..,..,..,..,..,..,..,..,59.4900016784668,59.560001373291,56.9000015258789,78.9800033569336,51.1100006103516,67.4000015258789,40.9500007629395,..,61.1300010681152,..,61.7900009155273,48.5099983215332,62.2000007629395,62,39.939998626709,69.1999969482422,..,..,..,62.810001373291,32.9300003051758,..,59.2700004577637,..,61.6699981689453,..,..,..,..,..,62.6100006103516,60.7999992370605,..,..,48.5999984741211,68.4400024414063,..,..,62.3400001525879,..,..,71.5199966430664,55.4900016784668,..,40.3199996948242,..,58.7700004577637,53.3499984741211,..,..,..,..,..,..,64.5500030517578,..,70.2300033569336,..,..,..,54.4500007629395,..,63.8300018310547,70.1800003051758,..,..,62.9799995422363,..,70.120002746582,65.25,54.75,56.0900001525879,58.0200004577637,..,87.9800033569336,55.060001373291,61.8899993896484,54.8199996948242,..,..,..,59.5200004577637,..,53.9599990844727,65.9199981689453,..,68.0599975585938,..,59.0499992370605,57.7700004577637,..,..,50.5499992370605,..,56.7099990844727,..,..,..,..,..,..,..,73.2900009155273,67.870002746582,..,..,..,67.0199966430664,..,..,..,..,..,49.2999992370605,..,..,..,..,55.0900001525879,80.3499984741211,61.75,60.9500007629395,56.2200012207031,..,53.7999992370605,68.5800018310547,..,40.939998626709,..,..
2020,YR2020,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,57.75,..,..,..,..,..,..,77.2399978637695,64.5100021362305,..,..,76.8600006103516,..,..,..,..,..,83.370002746582,74.9100036621094,..,..,..,..,78.4100036621094,79.6699981689453,77.3899993896484,78.3300018310547,..,..,75.0800018310547,..,..,..,..,..,72.7799987792969,..,..,..,..,80.2300033569336,..,..,..,..,..,76.9300003051758,..,71.370002746582,..,77.6100006103516,82.3399963378906,75.5,76.6500015258789,..,..,80.0800018310547,..,62.8199996948242,80.3000030517578,..,..,82.1600036621094,..,..,..,..,73.7300033569336,75.6500015258789,..,..,..,67.4400024414063,73.8499984741211,..,..,74.8899993896484,..,..,..,..,..,..,..,..,..,76.6699981689453,71.5500030517578,88.0699996948242,61.1599998474121,82.2600021362305,52.6100006103516,..,80.4700012207031,..,77.5999984741211,73.4000015258789,77.2799987792969,78.629997253418,59.0400009155273,..,..,..,..,71.3600006103516,70.9800033569336,..,..,..,83.8600006103516,..,..,..,..,..,82.5,79.4899978637695,..,..,63.939998626709,76.620002746582,..,..,86.4599990844727,..,..,90.5999984741211,73.4300003051758,..,61.7999992370605,..,68.7699966430664,77.620002746582,..,..,..,..,..,..,80.3600006103516,..,83.4199981689453,..,..,..,81.0999984741211,..,83.7300033569336,..,..,..,80.5400009155273,..,..,74.2099990844727,..,79.8099975585938,81.6600036621094,..,88.0199966430664,82.0599975585938,66.7300033569336,77.2699966430664,..,..,..,75.4300003051758,..,70.3600006103516,84.25,..,..,..,74.6399993896484,79.9599990844727,..,..,78.0699996948242,..,78.5299987792969,..,..,..,..,..,..,..,83.5299987792969,81.1699981689453,..,..,..,81.5699996948242,..,..,..,..,..,74.879997253418,..,..,..,..,66.5500030517578,..,71.6399993896484,..,72.6900024414063,..,..,87.4199981689453,..,68.9000015258789,..,..
2020,YR2020,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,..,34.0299987792969,..,..,..,..,..,..,73.3099975585938,57.9700012207031,..,..,77.1399993896484,..,..,..,..,..,81.6500015258789,74.2900009155273,..,..,..,..,72.2799987792969,81.1100006103516,75.0199966430664,73.4499969482422,..,..,73.0800018310547,..,..,..,..,..,69.9499969482422,..,..,..,..,75.4400024414063,..,..,..,..,..,73.9599990844727,..,72.2300033569336,..,..,81.129997253418,69.9899978637695,75.4599990844727,..,..,77.879997253418,..,41.7799987792969,75.6999969482422,..,..,79.129997253418,..,..,..,..,73.129997253418,74.5899963378906,..,..,..,61.1199989318848,74.1399993896484,..,..,74.4599990844727,..,..,..,..,..,..,..,..,..,74.2600021362305,67.7799987792969,86.3300018310547,34.1500015258789,76.75,34.060001373291,..,76.6100006103516,..,74.8099975585938,71.5800018310547,77.7399978637695,71.9400024414063,48.6300010681152,..,..,..,..,62.2099990844727,65.4000015258789,..,..,..,81.6600036621094,..,..,..,..,..,80.9400024414063,78.3199996948242,..,..,58.4799995422363,72.6999969482422,..,..,83.8199996948242,..,..,86.9100036621094,66.9599990844727,..,57.8899993896484,..,64.1600036621094,78.6600036621094,..,..,..,..,..,..,80.0400009155273,..,81.0199966430664,..,..,..,81.5299987792969,..,83.4400024414063,..,..,..,77.8000030517578,..,..,66.9499969482422,..,77.2799987792969,81.2399978637695,..,64.1600036621094,81.0400009155273,61.3199996948242,74.7300033569336,..,..,..,51.7299995422363,..,70.7399978637695,83.6100006103516,..,..,..,71.5100021362305,80.9400024414063,..,..,75.4499969482422,..,78.1999969482422,..,..,..,..,..,..,..,82,80.5699996948242,..,..,..,80.5699996948242,..,..,..,..,..,65.379997253418,..,..,..,..,61.1100006103516,..,67.8199996948242,..,78.0800018310547,..,..,88.1900024414063,..,57.2799987792969,..,..
2020,YR2020,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,..,65.1399993896484,..,..,..,..,..,..,83.6500015258789,74.5999984741211,..,..,76.5899963378906,..,..,..,..,..,85.9800033569336,75.6600036621094,..,..,..,..,85.2799987792969,78.0100021362305,79.9199981689453,84.629997253418,..,..,78.0299987792969,..,..,..,..,..,75.8099975585938,..,..,..,..,85.1100006103516,..,..,..,..,..,80.1900024414063,..,70.2600021362305,..,..,83.8600006103516,81.6500015258789,78.1100006103516,..,..,84.120002746582,..,80.2799987792969,85.1800003051758,..,..,87.2399978637695,..,..,..,..,74.5299987792969,76.9199981689453,..,..,..,75.6600036621094,73.629997253418,..,..,75.3399963378906,..,..,..,..,..,..,..,..,..,79.1600036621094,76.5599975585938,90.2300033569336,81.5500030517578,88.3899993896484,69.3399963378906,..,85.0599975585938,..,81.0800018310547,75.7200012207031,76.5,85.1399993896484,69.2399978637695,..,..,..,..,79.1699981689453,76.0699996948242,..,..,..,87.7099990844727,..,..,..,..,..,84.7900009155273,80.5999984741211,..,..,66.9400024414063,80.6600036621094,..,..,89.0800018310547,..,..,94.1900024414063,80.2099990844727,..,67.5,..,76.6399993896484,76.3899993896484,..,..,..,..,..,..,80.6699981689453,..,86.25,..,..,..,80.629997253418,..,84.0699996948242,..,..,..,84.7799987792969,..,..,81.4400024414063,..,83.4700012207031,82.3300018310547,..,97.7099990844727,83.1900024414063,73.5100021362305,79.129997253418,..,..,..,92.7900009155273,..,69.8899993896484,84.9199981689453,..,..,..,78.8600006103516,78.6999969482422,..,..,81.3499984741211,..,78.8899993896484,..,..,..,..,..,..,..,85.5899963378906,81.6500015258789,..,..,..,83.0400009155273,..,..,..,..,..,83.2300033569336,..,..,..,..,74.5800018310547,..,76.1500015258789,..,65.120002746582,..,..,86.620002746582,..,82.7200012207031,..,..
2020,YR2020,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,47.4799995422363,..,..,..,..,..,..,44.9099998474121,22.7000007629395,..,..,37.2000007629395,..,..,..,..,..,17.5300006866455,26.7600002288818,..,..,..,..,63.6100006103516,22.4400005340576,56.310001373291,42.9900016784668,..,..,27.5300006866455,..,..,..,..,..,41.3899993896484,..,..,..,..,40.8400001525879,..,..,..,..,..,55.7000007629395,..,16.5900001525879,..,43.25,37.3699989318848,22.3299999237061,42.1599998474121,..,..,55.689998626709,..,27.8799991607666,58.3800010681152,..,..,39.2700004577637,..,..,..,..,25.7099990844727,27.6200008392334,..,..,..,20.7800006866455,41.310001373291,..,..,27.2900009155273,..,..,..,..,..,..,..,..,..,39.3400001525879,27.9200000762939,66.2600021362305,51.4700012207031,62.9599990844727,43.2200012207031,..,28.2000007629395,..,25.1700000762939,32.3699989318848,58.2700004577637,..,40.3400001525879,..,..,..,..,47.3499984741211,13.210000038147,..,..,..,39.6699981689453,..,..,..,..,..,18.7199993133545,38.3400001525879,..,..,48.4599990844727,64.5699996948242,..,..,44.8600006103516,..,..,63.6599998474121,52.3899993896484,..,31.75,..,45.9599990844727,21.7900009155273,..,..,..,..,..,..,42.6800003051758,..,59.4099998474121,..,..,..,31.7600002288818,..,49.9700012207031,..,..,..,53.0200004577637,..,..,63.060001373291,..,17.6800003051758,46.2400016784668,..,91.5699996948242,31.6900005340576,21.7299995422363,54.7999992370605,..,..,..,52.0299987792969,..,32.3699989318848,23.7399997711182,..,..,..,18.5799999237061,22.1200008392334,..,..,42.8300018310547,..,45.2599983215332,..,..,..,..,..,..,..,48.7900009155273,51.0299987792969,..,..,..,69.3000030517578,..,..,..,..,..,45.5900001525879,..,..,..,..,33.2400016784668,..,41.0200004577637,..,12.6199998855591,..,..,68.3000030517578,..,37.2400016784668,..,..
2020,YR2020,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,..,16.2299995422363,..,..,..,..,..,..,31.25,13.6300001144409,..,..,29.7900009155273,..,..,..,..,..,12.5,19.4899997711182,..,..,..,..,51.4300003051758,14.8199996948242,52.7200012207031,30.2299995422363,..,..,19.7399997711182,..,..,..,..,..,34.0999984741211,..,..,..,..,27.1299991607666,..,..,..,..,..,40.1800003051758,..,11.6099996566772,..,..,27.3500003814697,16.8600006103516,33.2400016784668,..,..,39.0699996948242,..,4.65000009536743,41.7200012207031,..,..,28.8899993896484,..,..,..,..,18.6900005340576,21.3099994659424,..,..,..,12.1999998092651,31.9899997711182,..,..,19.2900009155273,..,..,..,..,..,..,..,..,..,31.9599990844727,21.0200004577637,57.2799987792969,21.6200008392334,47.7799987792969,9.14000034332275,..,17.8899993896484,..,17.2700004577637,20.7999992370605,44.5200004577637,..,6.92999982833862,..,..,..,..,41.810001373291,4.59999990463257,..,..,..,29.0699996948242,..,..,..,..,..,10.6999998092651,32.3300018310547,..,..,41.8699989318848,42.9900016784668,..,..,30.1900005340576,..,..,46.7200012207031,35.7999992370605,..,26.8799991607666,..,36.3400001525879,16.6399993896484,..,..,..,..,..,..,34.2599983215332,..,53.0800018310547,..,..,..,17.0300006866455,..,44.2700004577637,..,..,..,39.1699981689453,..,..,54.5800018310547,..,10.3100004196167,38.7400016784668,..,60.2099990844727,21.8299999237061,14.6499996185303,47.0999984741211,..,..,..,19.2800006866455,..,24.5,19.2099990844727,..,..,..,13.6000003814697,16.4799995422363,..,..,35.8800010681152,..,35.7999992370605,..,..,..,..,..,..,..,41.5,42.1300010681152,..,..,..,60.0999984741211,..,..,..,..,..,24.9899997711182,..,..,..,..,26.25,..,28.8600006103516,..,18.8299999237061,..,..,62.5499992370605,..,4.46999979019165,..,..
2020,YR2020,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,..,63.189998626709,..,..,..,..,..,..,57.8199996948242,31.1900005340576,..,..,48.6500015258789,..,..,..,..,..,22.1700000762939,34.2900009155273,..,..,..,..,74.5299987792969,34.0999984741211,60.7400016784668,55.75,..,..,36.3699989318848,..,..,..,..,..,47.8199996948242,..,..,..,..,54.310001373291,..,..,..,..,..,69.9899978637695,..,24.9799995422363,..,..,47.560001373291,30.8700008392334,51.1399993896484,..,..,70.2699966430664,..,48.4500007629395,76.1800003051758,..,..,46.6500015258789,..,..,..,..,32.8400001525879,35.4000015258789,..,..,..,30.2000007629395,52.7999992370605,..,..,36.8300018310547,..,..,..,..,..,..,..,..,..,49.5800018310547,37.9700012207031,74.4599990844727,75.8899993896484,78.25,73.8899993896484,..,37.5400009155273,..,32.1699981689453,44.4500007629395,69.8300018310547,..,65.0299987792969,..,..,..,..,56.0400009155273,28.1200008392334,..,..,..,47.810001373291,..,..,..,..,..,28.1399993896484,45.0299987792969,..,..,55.7299995422363,81.9300003051758,..,..,58.6199989318848,..,..,81.0800018310547,70.2200012207031,..,37.4799995422363,..,55.4199981689453,29,..,..,..,..,..,..,52.6599998474121,..,66.7600021362305,..,..,..,50.5800018310547,..,55.189998626709,..,..,..,66.7300033569336,..,..,71.7200012207031,..,27.0400009155273,53.7200012207031,..,95.9300003051758,45.4900016784668,30.2900009155273,62.9700012207031,..,..,..,72.4199981689453,..,43.3699989318848,29.6399993896484,..,..,..,26.1599998474121,30.2000007629395,..,..,50.0299987792969,..,54.4199981689453,..,..,..,..,..,..,..,55.2700004577637,62.689998626709,..,..,..,77.379997253418,..,..,..,..,..,64.1399993896484,..,..,..,..,42.4500007629395,..,52.8300018310547,..,7.8600001335144,..,..,74.370002746582,..,63.9500007629395,..,..
2020,YR2020,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,45.3899993896484,..,..,..,..,..,..,61.2700004577637,52.7400016784668,..,..,61.9500007629395,..,..,..,..,..,69.4400024414063,57.2400016784668,..,..,..,..,67.8499984741211,57.6199989318848,61.7700004577637,69.3600006103516,..,..,60.3400001525879,..,..,..,..,..,59.7999992370605,..,..,..,..,59.4599990844727,..,..,..,..,..,65.0599975585938,..,58.9000015258789,..,63.5200004577637,65.2699966430664,62.7999992370605,65.0500030517578,..,..,66.1900024414063,..,44.189998626709,67.8000030517578,..,..,74.75,..,..,..,..,63.8300018310547,57.1100006103516,..,..,..,47.7200012207031,63.4799995422363,..,..,59.2099990844727,..,..,..,..,..,..,..,..,..,64.7300033569336,63.3800010681152,80.0800018310547,43.1100006103516,70.6999969482422,37.5200004577637,..,63.939998626709,..,64.7799987792969,60.9700012207031,67.5500030517578,55.5099983215332,39.6100006103516,..,..,..,..,61.5299987792969,42.310001373291,..,..,..,69.5199966430664,..,..,..,..,..,61.310001373291,59.0900001525879,..,..,54.6100006103516,66.5,..,..,73.5999984741211,..,..,72.1699981689453,58.6800003051758,..,43.939998626709,..,58.0400009155273,56.8199996948242,..,..,..,..,..,..,68.870002746582,..,72.9700012207031,..,..,..,64.5599975585938,..,68.9800033569336,..,..,..,71.2600021362305,..,..,63.0400009155273,..,56.6800003051758,72,..,79.6399993896484,61.6300010681152,67.7699966430664,54.4500007629395,..,..,..,82.1600036621094,..,60.1399993896484,63.25,..,..,..,63.75,58.5400009155273,..,..,62.0999984741211,..,62.5400009155273,..,..,..,..,..,..,..,76.9700012207031,65.5699996948242,..,..,..,72.129997253418,..,..,..,..,..,54.9900016784668,..,..,..,..,64.120002746582,..,55.4700012207031,..,55.7299995422363,..,..,72.0599975585938,..,34.6699981689453,..,..
2020,YR2020,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,..,18.0799999237061,..,..,..,..,..,..,51.2299995422363,38.2099990844727,..,..,57.6100006103516,..,..,..,..,..,61.9900016784668,50.2299995422363,..,..,..,..,55.0800018310547,47.0200004577637,56.189998626709,58.7799987792969,..,..,51.6699981689453,..,..,..,..,..,52.1399993896484,..,..,..,..,48.6800003051758,..,..,..,..,..,54.5400009155273,..,52.4000015258789,..,..,56.1199989318848,54.8699989318848,60.4300003051758,..,..,54.75,..,12.7299995422363,56.5499992370605,..,..,67.7300033569336,..,..,..,..,57.1100006103516,53.3499984741211,..,..,..,34.6399993896484,60.3600006103516,..,..,50.0800018310547,..,..,..,..,..,..,..,..,..,60.9000015258789,53.6199989318848,76.1800003051758,16.4400005340576,53.4799995422363,8.40999984741211,..,55.2799987792969,..,60.310001373291,52.7999992370605,61.1599998474121,44.5900001525879,10.3999996185303,..,..,..,..,52.3300018310547,23.5499992370605,..,..,..,62.9599990844727,..,..,..,..,..,52.439998626709,56.2200012207031,..,..,43.689998626709,51.7299995422363,..,..,67.9400024414063,..,..,58.7900009155273,45.2299995422363,..,39.7200012207031,..,48.1300010681152,47.7999992370605,..,..,..,..,..,..,65.9499969482422,..,67.2300033569336,..,..,..,55.3699989318848,..,62.1599998474121,..,..,..,62.0299987792969,..,..,51.560001373291,..,44.4099998474121,69.7600021362305,..,51.3499984741211,51.8899993896484,59.5,48.4900016784668,..,..,..,53.3400001525879,..,51.7799987792969,62.2400016784668,..,..,..,55.7200012207031,51.5999984741211,..,..,55.2999992370605,..,58.0299987792969,..,..,..,..,..,..,..,73.0800018310547,60.9300003051758,..,..,..,64.0599975585938,..,..,..,..,..,32.8400001525879,..,..,..,..,54.8699989318848,..,48.2299995422363,..,74.8899993896484,..,..,64.9000015258789,..,10.4200000762939,..,..
2020,YR2020,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,..,58.5400009155273,..,..,..,..,..,..,72.7099990844727,67.0400009155273,..,..,66.0800018310547,..,..,..,..,..,76.870002746582,63.5699996948242,..,..,..,..,80.0599975585938,65.8199996948242,68.3499984741211,80.870002746582,..,..,68.3300018310547,..,..,..,..,..,67.2600021362305,..,..,..,..,70.8300018310547,..,..,..,..,..,76.1999969482422,..,64.4100036621094,..,..,73.4700012207031,70.3000030517578,69.1699981689453,..,..,80.0999984741211,..,70.0699996948242,79.9100036621094,..,..,80.6600036621094,..,..,..,..,69.6800003051758,60.6500015258789,..,..,..,61.9300003051758,67.2399978637695,..,..,67.8399963378906,..,..,..,..,..,..,..,..,..,69.4899978637695,72.4199981689453,82.879997253418,62.2200012207031,84.9499969482422,64.8300018310547,..,72.4899978637695,..,68.7399978637695,68.9300003051758,74.3099975585938,68.1100006103516,62.3199996948242,..,..,..,..,70.5800018310547,53.6800003051758,..,..,..,75.7200012207031,..,..,..,..,..,70.2799987792969,61.75,..,..,61.75,80.2799987792969,..,..,78.4000015258789,..,..,85.6999969482422,74.0400009155273,..,47.8400001525879,..,67.2900009155273,64.8000030517578,..,..,..,..,..,..,71.5999984741211,..,78.2600021362305,..,..,..,71.4599990844727,..,74.3899993896484,..,..,..,81.7699966430664,..,..,72.7200012207031,..,68.0999984741211,74.1699981689453,..,91.7799987792969,70.4199981689453,77.3199996948242,60.9799995422363,..,..,..,91.2799987792969,..,67.379997253418,64.3199996948242,..,..,..,71.0100021362305,63.9500007629395,..,..,69,..,67.2099990844727,..,..,..,..,..,..,..,79.8499984741211,70.7900009155273,..,..,..,79.5,..,..,..,..,..,71.9800033569336,..,..,..,..,70.5800018310547,..,62.6399993896484,..,38.2700004577637,..,..,77.6800003051758,..,61.0200004577637,..,..
2020,YR2020,"Labor force, female",SL.TLF.TOTL.FE.IN,16527254,1781588,578497,2330393,..,..,6636899,..,8301186,536928,..,6309137,2168494,2332561,101432,188938,20683117,69234,2437787,2402250,65427,2469120,..,135907,2238264,471219,465069,41315498,..,88671,1510967,3380884,2627914,90608,4447257,5421995,9658607,..,874750,2054865,38855,3514251,352848259,10245457,84361,14926867,1047828,944382,3502506,809368,1916655,..,285885,2389531,1426866,56863,..,1880411,3117838,5211134,1106519,181865,717070,341431,167914,24715171,..,119748,1311750,14658852,50950,265993,332978,805222,20708660,6256112,..,2059523,..,..,34299,2104845,2442588,378909,112963,2380775,1436033,1949910,2148131,100505,91395433,53802702,4353400,1382347,1104253,..,1967146,10660510,632952,30193640,452304,4453679,11876853,..,8270303,12062879,..,565954,946325,1862911,489836,529642,411285,1041719,835759,..,740945,150271,192195,6782255,3977270,6203692,49537,3126344,117684,..,385737,231668,20230808,..,420025,..,597545,120844,2997499,7143353,9173871,456895,..,8811127,4441866,60588,1373299,1118164,3785175,27532192,364846,..,1370610,325938,14466863,..,745429,1327419,1423675,7135869,16411308,8005605,2557584,450675,300931,3830774,35523524,3322534,18533,..,23619,3338514,1681233,1398117,..,1343384,1420658,..,1239355,479489,169780,901330,9534678,2288972,10727299,2721759,..,48293,..,22438,3764335,92344,2594854,2326578,941445,912865,13509426,17894477,252697,1377738,13157,264115,1164725,10175295,790554,..,..,8052907,9756100,1067776,76267408,784495,5541969,56262,3668676,26519149,18929,237015,554910,3650365
